Query,Classification,Intensity
“I want to explore Mediterranean cuisine. Are there cooking classes or food festivals that celebrate Mediterranean flavors?,Culture,1
“I’m intrigued by Middle Eastern dance. Any belly dancing classes or performance groups?,Culture,1
“I’d love to learn about Chinese calligraphy. Are there workshops or cultural events related to calligraphy?,Culture,1
“I’m passionate about Latin American literature. Any book clubs or reading groups focusing on Latin American authors?,Culture,1
“I want to immerse myself in Korean culture. Are there language exchange programs or cultural events?,Culture,1
“I’ve always admired African art. Is there an art club that explores African artistic traditions?,Culture,1
“I want to explore Hindu spirituality. Are there meditation sessions or discussions on Hindu philosophy?,Culture,1
“I’m curious about Russian folklore. Are there storytelling sessions or folklore clubs?,Culture,1
“As someone who enjoys Mandarin opera I’d like to attend performances or learn more about this traditional art form.,Culture,1
“I’ve always been fascinated by Japanese tea ceremonies. Are there any cultural clubs that focus on Japanese traditions?,Culture,1
“I want to explore Mediterranean cuisine. Are there cooking classes or food festivals that celebrate Mediterranean flavors?,Culture,1
“I’m intrigued by Middle Eastern dance. Any belly dancing classes or performance groups?,Culture,1
“I’d love to learn about Chinese calligraphy. Are there workshops or cultural events related to calligraphy?,Culture,1
“I’m passionate about Latin American literature. Any book clubs or reading groups focusing on Latin American authors?,Culture,1
“I want to immerse myself in Korean culture. Are there language exchange programs or cultural events?,Culture,1
“I’ve always admired African art. Is there an art club that explores African artistic traditions?,Culture,1
“I want to explore Hindu spirituality. Are there meditation sessions or discussions on Hindu philosophy?,Culture,1
“I am an African American computer science student new to the field and want to learn more.,Culture,1
“I don’t know many people who speak my first language here on campus and want to meet those who do.,Culture,1
“I want to be able to go to Indian cultural events at school.,Culture,1
“I want to become bilingual in Spanish and would like to find clubs to help me improve my speaking.,Culture,1
“I want to learn French but have no experience with it.,Culture,1
“I want to learn how to speak Chinese but I have no experience.,Culture,1
“I want to learn more about Latin American culture and customs.,Culture,1
